StateFIPS,State,CountyFIPS,County,Start Year,End Year,Value,Data Comment,Status,PWS ID,CWS Name,Population Served,,Contaminant
34,New Jersey,34029,Ocean,2013,2015,20,,Detected (2),NJ1525001,POINT PLEASANT BEACH WATER DEPARTMENT,12000,,PFOA
34,New Jersey,34029,Ocean,2013,2015,24.5,,Detected (2),NJ1524001,POINT PLEASANT WATER DEPARTMENT,19600,,PFOA
34,New Jersey,34031,Passaic,2013,2015,23,,Detected (2),NJ1604001,HAWTHORNE WATER DEPARTMENT,21006,,PFOA
34,New Jersey,34039,Union,2013,2015,43,,Detected (2),NJ2004002,NJ AMERICAN WATER - RARITAN,609305,,PFOS
34,New Jersey,34039,Union,2013,2015,54,,Detected (2),NJ2004002,NJ AMERICAN WATER - RARITAN,609305,,PFOA
34,New Jersey,34039,Union,2013,2015,60,,Detected (2),NJ2004002,NJ AMERICAN WATER - RARITAN,609305,,PFHxS
34,New Jersey,34039,Union,2013,2015,11,,Detected (2),NJ2004002,NJ AMERICAN WATER - RARITAN,609305,,PFHpA
34,New Jersey,34039,Union,2013,2015,33,,Detected (2),NJ2013001,SUEZ WATER NEW JERSEY RAHWAY,27300,,PFOA
35,New Mexico,35025,Lea,2013,2015,12,,Detected (2),NM3521613,HOBBS MUNICIPAL WATER SUPPLY,37877,,PFHpA
36,New York,36045,Jefferson,2013,2015,40,,Detected (2),NY2212214,FORT DRUM,34000,,PFOA
36,New York,36045,Jefferson,2013,2015,80,,Detected (2),NY2212214,FORT DRUM,34000,,PFHxS
36,New York,36045,Jefferson,2013,2015,30,,Detected (2),NY2212214,FORT DRUM,34000,,PFHpA
36,New York,36059,Nassau,2013,2015,48,,Detected (2),NY2900000,TOWN OF HEMPSTEAD WATER DEPARTMENT,110000,,PFOA
36,New York,36059,Nassau,2013,2015,32,,Detected (2),NY2902830,WA OF WESTERN NASSAU,120000,,PFNA
36,New York,36071,Orange,2013,2015,140,,Detected (2),NY3503580,NEW WINDSOR CONSOLIDATED WD,30000,,PFOS
36,New York,36071,Orange,2013,2015,21.5,,Detected (2),NY3503580,NEW WINDSOR CONSOLIDATED WD,30000,,PFOA
36,New York,36071,Orange,2013,2015,53.6,,Detected (2),NY3503580,NEW WINDSOR CONSOLIDATED WD,30000,,PFHxS
36,New York,36071,Orange,2013,2015,19,,Detected (2),NY3503580,NEW WINDSOR CONSOLIDATED WD,30000,,PFHpA
36,New York,36071,Orange,2013,2015,170,,Detected (2),NY3503549,NEWBURGH CITY,28000,,PFOS
36,New York,36071,Orange,2013,2015,70,,Detected (2),NY3503549,NEWBURGH CITY,28000,,PFHxS
36,New York,36071,Orange,2013,2015,21,,Detected (2),NY3503549,NEWBURGH CITY,28000,,PFHpA
36,New York,36103,Suffolk,2013,2015,82,,Detected (2),NY5103704,HAMPTON BAYS WD,12500,,PFOS
36,New York,36103,Suffolk,2013,2015,530,,Detected (2),NY5110526,SUFFOLK COUNTY WATER AUTHORITY,1100000,,PFOS
36,New York,36103,Suffolk,2013,2015,140,,Detected (2),NY5110526,SUFFOLK COUNTY WATER AUTHORITY,1100000,,PFHxS
36,New York,36103,Suffolk,2013,2015,82,,Detected (2),NY5110526,SUFFOLK COUNTY WATER AUTHORITY,1100000,,PFHpA
37,North Carolina,37019,Brunswick,2013,2015,47,,Detected (2),NC0410045,BRUNSWICK COUNTY WATER SYSTEM,77891,,PFHpA
37,North Carolina,37019,Brunswick,2013,2015,41,,Detected (2),NC0410070,BRUNSWICK REGIONAL WATER AND SEWER H2GO,20663,,PFHpA
37,North Carolina,37037,Chatham,2013,2015,10,,Detected (2),NC0392020,"CARY, TOWN OF",145000,,PFHpA
37,North Carolina,37051,Cumberland,2013,2015,21,,Detected (2),NC0326127,BROOKWOOD COMM WTR SYSTEM,15665,,PFOA
37,North Carolina,37051,Cumberland,2013,2015,41,,Detected (2),NC0326332,CLIFFDALE WEST,15288,,PFOS
37,North Carolina,37051,Cumberland,2013,2015,15,,Detected (2),NC0326010,FAYETTEVILLE PUBLIC WORKS COMM,211997,,PFHpA
37,North Carolina,37081,Guilford,2013,2015,90,,Detected (2),NC0241010,"GREENSBORO, CITY OF",277080,,PFOS
37,North Carolina,37081,Guilford,2013,2015,34,,Detected (2),NC0241010,"GREENSBORO, CITY OF",277080,,PFHxS
37,North Carolina,37085,Harnett,2013,2015,30,,Detected (2),NC0343010,"DUNN, CITY OF",11747,,PFOA
37,North Carolina,37085,Harnett,2013,2015,60,,Detected (2),NC0343010,"DUNN, CITY OF",11747,,PFHpA
37,North Carolina,37085,Harnett,2013,2015,30,,Detected (2),NC0392055,"FUQUAY-VARINA, TOWN OF",21725,,PFOA
37,North Carolina,37085,Harnett,2013,2015,50,,Detected (2),NC0392055,"FUQUAY-VARINA, TOWN OF",21725,,PFHpA
37,North Carolina,37085,Harnett,2013,2015,20,,Detected (2),NC0343045,HARNETT CO DEPT OF PUBLIC UTIL,90004,,PFOA
37,North Carolina,37085,Harnett,2013,2015,40,,Detected (2),NC0343045,HARNETT CO DEPT OF PUBLIC UTIL,90004,,PFHpA
37,North Carolina,37085,Harnett,2013,2015,13,,Detected (2),NC5026019,OLD NORTH UTILITIES SERVICES/FT BRAGG,65000,,PFHpA
37,North Carolina,37105,Lee,2013,2015,29,,Detected (2),NC0353010,"SANFORD, CITY OF",41483,,PFHpA
37,North Carolina,37123,Montgomery,2013,2015,10,,Detected (2),NC0184010,"ALBEMARLE, CITY OF",16500,,PFHpA
37,North Carolina,37125,Moore,2013,2015,76,,Detected (2),NC0363108,MOORE CO PUBLIC UTIL-PINEHURST,19368,,PFOS
37,North Carolina,37125,Moore,2013,2015,23,,Detected (2),NC0363108,MOORE CO PUBLIC UTIL-PINEHURST,19368,,PFOA
37,North Carolina,37125,Moore,2013,2015,42,,Detected (2),NC0363108,MOORE CO PUBLIC UTIL-PINEHURST,19368,,PFHxS
37,North Carolina,37125,Moore,2013,2015,25,,Detected (2),NC0363108,MOORE CO PUBLIC UTIL-PINEHURST,19368,,PFHpA
37,North Carolina,37127,Nash,2013,2015,53.1,,Detected (2),NC0464020,"NASHVILLE, TOWN OF",8800,,PFOS
37,North Carolina,37129,New Hanover,2013,2015,27,,Detected (2),NC0465010,CFPUA-WILMINGTON,128800,,PFHpA
37,North Carolina,37135,Orange,2013,2015,30,,Detected (2),NC0368010,ORANGE WATER & SEWER AUTHORITY,83300,,PFOA
37,North Carolina,37147,Pitt,2013,2015,50,,Detected (2),NC0474045,BELL ARTHUR WATER CORP,9850,,PFOS
37,North Carolina,37183,Wake,2013,2015,110,,Detected (2),NC0392373,BAYLEAF MASTER,16500,,PFHxS
37,North Carolina,37183,Wake,2013,2015,20,,Detected (2),NC0392050,"HOLLY SPRINGS, TOWN OF",30000,,PFHpA
39,Ohio,39003,Allen,2013,2015,45,,Detected (2),OH0200811,Lima City Water,65619,,PFOS
39,Ohio,39035,Cuyahoga,2013,2015,400,,Detected (2),OH1800403,City of Cleveland Heights,46000,,PFOS
39,Ohio,39053,Gallia,2013,2015,20.4,,Detected (2),OH2700012,Gallia County Rural Water Association,20546,,PFOA
39,Ohio,39057,Greene,2013,2015,54.2,,Detected (2),OH5701315,Montgomery County Water Services #1,164307,,PFOS
39,Ohio,39057,Greene,2013,2015,61,,Detected (2),OH5701503,Montgomery County Water Services #2,96498,,PFOS
39,Ohio,39057,Greene,2013,2015,210,,Detected (2),OH2903412,Wright-Patterson AFB Area A/C,16551,,PFOS
39,Ohio,39057,Greene,2013,2015,25,,Detected (2),OH2903412,Wright-Patterson AFB Area A/C,16551,,PFOA
39,Ohio,39057,Greene,2013,2015,150,,Detected (2),OH2903412,Wright-Patterson AFB Area A/C,16551,,PFHxS
39,Ohio,39057,Greene,2013,2015,11,,Detected (2),OH2903412,Wright-Patterson AFB Area A/C,16551,,PFHpA
39,Ohio,39099,Mahoning,2013,2015,27,,Detected (2),OH5001611,Aqua OH - Struthers,47000,,PFOA
40,Oklahoma,40109,Oklahoma,2013,2015,40,,Detected (2),OK2005519,Bethany,20307,,PFOA
40,Oklahoma,40109,Oklahoma,2013,2015,63,,Detected (2),OK2005519,Bethany,20307,,PFHxS
42,Pennsylvania,42017,Bucks,2013,2015,26,,Detected (2),PA1090001,AQUA PA BRISTOL,28200,,PFOA
42,Pennsylvania,42017,Bucks,2013,2015,206.1,,Detected (2),PA1090128,DTMA MAIN SYSTEM,8655,,PFOA
42,Pennsylvania,42017,Bucks,2013,2015,26,,Detected (2),PA1090128,DTMA MAIN SYSTEM,8655,,PFNA
42,Pennsylvania,42017,Bucks,2013,2015,86.9,,Detected (2),PA1090128,DTMA MAIN SYSTEM,8655,,PFHpA
42,Pennsylvania,42017,Bucks,2013,2015,666.7,,Detected (2),PA1090070,NWWA WARRINGTON TOWNSHIP,18400,,PFOS
42,Pennsylvania,42017,Bucks,2013,2015,118.4,,Detected (2),PA1090070,NWWA WARRINGTON TOWNSHIP,18400,,PFOA
42,Pennsylvania,42017,Bucks,2013,2015,243.8,,Detected (2),PA1090070,NWWA WARRINGTON TOWNSHIP,18400,,PFHxS
42,Pennsylvania,42017,Bucks,2013,2015,33.6,,Detected (2),PA1090070,NWWA WARRINGTON TOWNSHIP,18400,,PFHpA
42,Pennsylvania,42017,Bucks,2013,2015,34.8,,Detected (2),PA1090082,QUAKERTOWN BORO,12800,,PFNA
42,Pennsylvania,42017,Bucks,2013,2015,"1,090.00",,Detected (2),PA1090069,WARMINSTER MUNICIPAL AUTHORITY,40000,,PFOS
42,Pennsylvania,42017,Bucks,2013,2015,349,,Detected (2),PA1090069,WARMINSTER MUNICIPAL AUTHORITY,40000,,PFOA
42,Pennsylvania,42017,Bucks,2013,2015,389,,Detected (2),PA1090069,WARMINSTER MUNICIPAL AUTHORITY,40000,,PFHxS
42,Pennsylvania,42017,Bucks,2013,2015,71,,Detected (2),PA1090069,WARMINSTER MUNICIPAL AUTHORITY,40000,,PFHpA
42,Pennsylvania,42043,Dauphin,2013,2015,363,,Detected (2),PA7220015,SUEZ WATER,105649,,PFOS
42,Pennsylvania,42043,Dauphin,2013,2015,38,,Detected (2),PA7220015,SUEZ WATER,105649,,PFOA
42,Pennsylvania,42043,Dauphin,2013,2015,46.6,,Detected (2),PA7220015,SUEZ WATER,105649,,PFNA
42,Pennsylvania,42043,Dauphin,2013,2015,209,,Detected (2),PA7220015,SUEZ WATER,105649,,PFHxS
42,Pennsylvania,42043,Dauphin,2013,2015,23.4,,Detected (2),PA7220015,SUEZ WATER,105649,,PFHpA
42,Pennsylvania,42077,Lehigh,2013,2015,22,,Detected (2),PA3390032,EMMAUS BOROUGH PUBLIC WATER,14000,,PFNA
42,Pennsylvania,42091,Montgomery,2013,2015,29,,Detected (2),PA1460020,AMBLER BORO WATER DEPT,20000,,PFNA
42,Pennsylvania,42091,Montgomery,2013,2015,12,,Detected (2),PA1460020,AMBLER BORO WATER DEPT,20000,,PFHpA
42,Pennsylvania,42091,Montgomery,2013,2015,11,,Detected (2),PA1460028,AQUA PA HATBORO,12901,,PFHpA
42,Pennsylvania,42091,Montgomery,2013,2015,"1,000.00",,Detected (2),PA1460033,HORSHAM WATER& SEWER AUTHORITY,25000,,PFOS
42,Pennsylvania,42091,Montgomery,2013,2015,290,,Detected (2),PA1460033,HORSHAM WATER& SEWER AUTHORITY,25000,,PFOA
42,Pennsylvania,42091,Montgomery,2013,2015,590,,Detected (2),PA1460033,HORSHAM WATER& SEWER AUTHORITY,25000,,PFHxS
42,Pennsylvania,42091,Montgomery,2013,2015,39,,Detected (2),PA1460033,HORSHAM WATER& SEWER AUTHORITY,25000,,PFHpA
42,Pennsylvania,42091,Montgomery,2013,2015,110,,Detected (2),PA1460033,HORSHAM WATER& SEWER AUTHORITY,25000,,PFBS
44,Rhode Island,44007,Providence,2013,2015,81,,Detected (2),RI1647530,"CUMBERLAND, TOWN OF",22864,,PFOA
44,Rhode Island,44009,Washington,2013,2015,20,,Detected (2),RI1559512,WESTERLY WATER DEPARTMENT,38000,,PFOA
45,South Carolina,45083,Spartanburg,2013,2015,24,,Detected (2),SC4220007,WOODRUFF ROEBUCK W/D (4220007),25284,,PFOA
45,South Carolina,45083,Spartanburg,2013,2015,12,,Detected (2),SC4220007,WOODRUFF ROEBUCK W/D (4220007),25284,,PFHpA
46,South Dakota,46065,Hughes,2013,2015,53,,Detected (2),SD4600242,Pierre,13646,,PFHxS
47,Tennessee,47065,Hamilton,2013,2015,11.1,,Detected (2),TN0000613,Savannah Valley Utility District,22452,,PFHpA
47,Tennessee,47149,Rutherford,2013,2015,20,,Detected (2),TN0000791,Consolidated Utility District of Rutherf,143704,,PFOA
48,Texas,48057,Calhoun,2013,2015,26.4,,Detected (2),TX0290002,City of Port Lavaca,12248,,PFOA
48,Texas,48441,Taylor,2013,2015,46.2,,Detected (2),TX2210001,City of Abilene,116412,,PFOS
48,Texas,48441,Taylor,2013,2015,51.6,,Detected (2),TX2210001,City of Abilene,116412,,PFHxS
48,Texas,48441,Taylor,2013,2015,16.1,,Detected (2),TX2210001,City of Abilene,116412,,PFHpA
51,Virginia,51153,Prince William,2013,2015,12.4,,Detected (2),VA6153600,PWCSA - East End Service Area,133426,,PFHpA
51,Virginia,51191,Washington,2013,2015,22.2,,Detected (2),VA1191883,Washington County Service Authority,47574,,PFOA
53,Washington,53033,King,2013,2015,600,,Detected (2),WA5336350,Issaquah Water System,24110,,PFOS
53,Washington,53033,King,2013,2015,21.5,,Detected (2),WA5336350,Issaquah Water System,24110,,PFOA
53,Washington,53033,King,2013,2015,28,,Detected (2),WA5336350,Issaquah Water System,24110,,PFNA
53,Washington,53033,King,2013,2015,241,,Detected (2),WA5336350,Issaquah Water System,24110,,PFHxS
53,Washington,53033,King,2013,2015,25.8,,Detected (2),WA5336350,Issaquah Water System,24110,,PFHpA
53,Washington,53053,Pierce,2013,2015,30,,Detected (2),WA5320500,City of Dupont Water System,11787,,PFOA
53,Washington,53053,Pierce,2013,2015,51.1,,Detected (2),WA5326050,Fort Lewis Water - Cantonment,74559,,PFOA
53,Washington,53053,Pierce,2013,2015,12.7,,Detected (2),WA5326050,Fort Lewis Water - Cantonment,74559,,PFHpA
54,,54003,Berkeley,2013,2015,86.1,,Detected (2),WV3300212,MARTINSBURG CITY OF,15650,,PFOS
54,West Virginia,54003,Berkeley,2013,2015,70.9,,Detected (2),WV3300212,MARTINSBURG CITY OF,15650,,PFHxS
54,West Virginia,54107,Wood,2013,2015,63.1,,Detected (2),WV3305407,PARKERSBURG UTILITY BOARD,34251,,PFOA
54,West Virginia,54107,Wood,2013,2015,129,,Detected (2),WV3305411,VIENNA,12507,,PFOA
54,West Virginia,54107,Wood,2013,2015,64.1,,Detected (2),WV3305411,VIENNA,12507,,PFHxS
54,West Virginia,54107,Wood,2013,2015,15.2,,Detected (2),WV3305411,VIENNA,12507,,PFHpA
55,Wisconsin,55063,La Crosse,2013,2015,140,,Detected (2),WI6320309,LA CROSSE WATERWORKS,53000,,PFOS
55,Wisconsin,55063,La Crosse,2013,2015,32,,Detected (2),WI6320309,LA CROSSE WATERWORKS,53000,,PFHxS
55,Wisconsin,55085,Oneida,2013,2015,117.3,,Detected (2),WI7440126,RHINELANDER WATER & WASTEWATER,7427,,PFHxS
55,Wisconsin,55131,Washington,2013,2015,43.2,,Detected (2),WI2670120,WEST BEND WATERWORKS,31500,,PFOA
